Key,Source,Context,Changes,English,Russian
buffIrradiationIncreasing3IncDesc,buffs,Buff,,"Madame Curie is resting! You have reached a critical level of radiation. Your health is critical and you may die soon.\nYou lose [FFB800]50%[-] damage resistance, [FFB800]30%[-] mobility, and your [DECEA3]weapons[-] and [DECEA3]armor[-] break down [FFB800]50%[-] faster. Stamina reduced by [FFB800]100[-], and health by [FFB800]50[-]\n\n[DECEA3]Recovery is possible only in the absence of active radiation.[-]","Мадам Кюри отдыхает! Вы получили критический уровень радиции. Ваше самочувствие критическое, и скоро вы можете умереть.\nВы теряете [FFB800]50%[-] от сопротивления урону, [FFB800]30%[-] мобильности, а также ваше [DECEA3]оружие[-] и [DECEA3]броня[-] ломаются на [FFB800]50%[-] быстрее. Запас выносливости уменьшен на [FFB800]100[-], а здоровья на [FFB800]50[-]\n\n[DECEA3]Восстановление возможно только при отсутствии активной радиации.[-]"

buffIrradiationDescreasing1Name,buffs,buff,,Mild radiation sickness [DECEA3]Better[-], Слабая лучевая болезнь [DECEA3]Лучше[-]
buffIrradiationDescreasing1Tooltip,buffs,buff,,Mild radiation sickness - recovery,Слабая лучевая болезнь - восстановление
buffIrradiationDescreasing1IncDesc,buffs,Buff,,"The radiation is not strong, so consider yourself lucky.\nYou still lose [FFB800]10%[-] from damage resistance.\n\nOver time, your body will cope and repair itself. Increasing protection from active radiation will speed up the process. Also, a good shower won't hurt - being in water speeds up recovery.","Облучение не сильное, так что считайте что вам повезло.\nВы все еще теряете [FFB800]10%[-] от сопротивления к урону.\n\n Со времени ваш организм справиться и восстановит себя. Увеличение защиты от активной радиации позволит ускорить процесс. Также хороший душь не повредить - Нахождение в воде ускоряет восстановление."

buffIrradiationDescreasing2Name,buffs,buff,,Active radiation sickness [DECEA3]Better[-], Активная лучевая болезнь [DECEA3]Лучше[-]
buffIrradiationDescreasing2Tooltip,buffs,buff,,Active radiation sickness - recovery,Активная лучевая болезнь - восстановление
buffIrradiationDescreasing2IncDesc,buffs,Buff,,"Yes, the radiation has taken a toll on you. Recovery will take time.\nYou still lose [FFB800]30%[-] damage resistance, [FFB800]15%[-] mobility, and your [DECEA3]weapons[-] and [DECEA3]armor[-] break down [FFB800]25%[-] faster. Stamina reduced by [FFB800]50[-], and health by [FFB800]25[-]\n\nOver time, your body will cope and repair itself. Increasing protection from active radiation will speed up the process. Also, a good shower won't hurt - being in water speeds up recovery.","Да уж, радиация вас потрепала. На восстановление потребуется время.\nВы все еще теряете [FFB800]30%[-] от сопротивления урону, [FFB800]15%[-] мобильности, а также ваше [DECEA3]оружие[-] и [DECEA3]броня[-] ломаются на [FFB800]25%[-] быстрее. Запас выносливости уменьшен на [FFB800]50[-], а здоровья на [FFB800]25[-]\n\n Со времени ваш организм справиться и восстановит себя. Увеличение защиты от активной радиации позволит ускорить процесс. Также хороший душь не повредить - Нахождение в воде ускоряет восстановление."

buffIrradiationDescreasing3Name,buffs,buff,,Severe radiation sickness [DECEA3]Better[-], Тяжелая лучевая болезнь [DECEA3]Лучше[-]
buffIrradiationDescreasing3Tooltip,buffs,buff,,Severe radiation sickness - Better,Тяжелая лучевая болезн - восстановление
buffIrradiationDescreasing3IncDesc,buffs,Buff,,"You were on the verge of death. Try not to stick your head out anywhere until you come to your senses.\nYou still lose [FFB800]50%[-] damage resistance, [FFB800]30%[-] mobility, and your [DECEA3]weapons[-] and [DECEA3]armor[-] break down [FFB800]50%[-] faster. Stamina reduced by [FFB800]100[-], and health by [FFB800]50[-]\n\nOver time, your body will cope and repair itself. Increasing protection from active radiation will speed up the process. Also, a good shower won't hurt - being in water speeds up recovery.","Вы были на волоске от гибели. Постарайтесь никуда не высовываться пока не придете в себя.\nВы все еще теряете [FFB800]50%[-] от сопротивления урону, [FFB800]30%[-] мобильности, а также ваше [DECEA3]оружие[-] и [DECEA3]броня[-] ломаются на [FFB800]50%[-] быстрее. Запас выносливости уменьшен на [FFB800]100[-], а здоровья на [FFB800]50[-]\n\n Со времени ваш организм справиться и восстановит себя. Увеличение защиты от активной радиации позволит ускорить процесс. Также хороший душь не повредить - Нахождение в воде ускоряет восстановление."








